"AptName"	"SeqId"	"SeqIdVersion"	"SomaId"	"TargetFullName"	"Target"	"UniProt"	"EntrezGeneID"	"EntrezGeneSymbol"	"Organism"	"Units"	"Type"	"Dilution"	"PlateScale_Reference"	"CalReference"	"Cal_Example_Adat_Set001"	"ColCheck"	"CalQcRatio_Example_Adat_Set001_170255"	"QcReference_170255"	"Cal_Example_Adat_Set002"	"CalQcRatio_Example_Adat_Set002_170255"	"Dilution2"
"seq.13978.122"	"13978-122"	3	"SL004696"	"T-box transcription factor TBX3"	"Tbx3"	"O15119"	"6926"	"TBX3"	"Human"	"RFU"	"Protein"	"20"	213.7	213.7	0.98843663	"PASS"	1.034	208.1	0.9621792	0.972	0.2
"seq.13979.3"	"13979-3"	3	"SL020254"	"Anion exchange transporter"	"S26A7"	"Q8TE54"	""	"SLC26A7"	"Human"	"RFU"	"Protein"	"20"	857.2	857.2	1.0694947	"PASS"	0.989	829.1	1.10378573	0.981	0.2
"seq.13982.33"	"13982-33"	3	"SL016529"	"Regulator of G-protein signaling 18"	"RGS18"	"Q9NS28"	"64407"	"RGS18"	"Human"	"RFU"	"Protein"	"20"	302.2	302.2	0.92756292	"PASS"	1.16	355.5	0.76159274	1.059	0.2
"seq.13983.27"	"13983-27"	3	"SL008181"	"Quinone oxidoreductase"	"QOR"	"Q08257"	"1429"	"CRYZ"	"Human"	"RFU"	"Protein"	"20"	2851.7	2851.7	0.9947328	"PASS"	1.116	2362.9	1.08627914	0.9	0.2
"seq.13984.23"	"13984-23"	3	"SL020293"	"ATP-dependent RNA helicase DDX25"	"DDX25"	"Q9UHL0"	""	"DDX25"	"Human"	"RFU"	"Protein"	"20"	417.2	417.2	0.99546648	"PASS"	1.06	392.7	1.06347183	1.022	0.2
"seq.13985.12"	"13985-12"	3	"SL007669"	"E3 ubiquitin-protein ligase SMURF2"	"SMUF2"	"Q9HAU4"	"64750"	"SMURF2"	"Human"	"RFU"	"Protein"	"20"	420.5	420.5	1.05388471	"PASS"	1.003	390.2	1.12885906	0.934	0.2
"seq.13986.6"	"13986-6"	3	"SL010800"	"LanC-like protein 1"	"LANC1"	"O43813"	"10314"	"LANCL1"	"Human"	"RFU"	"Protein"	"20"	844.1	844.1	0.86922047	"PASS"	1.11	816.1	0.78535541	1.058	0.2
"seq.13988.67"	"13988-67"	3	"SL020265"	"NmrA-like family domain-containing protein 1"	"NMRL1"	"Q9HBL8"	""	"NMRAL1"	"Human"	"RFU"	"Protein"	"20"	1160.8	1160.8	0.98381219	"PASS"	1.015	689	0.97858708	1.049	0.2
"seq.13990.1"	"13990-1"	3	"SL003652"	"Pyruvate carboxylase, mitochondrial"	"pyruvate carboxylase"	"P11498"	"5091"	"PC"	"Human"	"RFU"	"Protein"	"20"	511.7	511.7	1.03144527	"PASS"	0.915	492.8	1.04215886	1.002	0.2
"seq.13991.47"	"13991-47"	3	"SL020285"	"Eukaryotic translation initiation factor 4 gamma 3"	"IF4G3"	"O43432"	""	"EIF4G3"	"Human"	"RFU"	"Protein"	"20"	2019.1	2019.1	1.00084267	"PASS"	0.998	1493.5	1.00283103	1.028	0.2
"seq.13992.12"	"13992-12"	3	"SL007239"	"Vesicle-fusing ATPase"	"NSF"	"P46459"	"4905"	"NSF"	"Human"	"RFU"	"Protein"	"0.5"	1325.2	1325.2	1.06339271	"PASS"	0.963	1785.3	1.07827502	0.982	0.005
"seq.13993.20"	"13993-20"	3	"SL020300"	"Band 4.1-like protein 1"	"E41L1"	"Q9H4G0"	""	"EPB41L1"	"Human"	"RFU"	"Protein"	"20"	9648.9	9648.9	0.9834677	"PASS"	0.955	2932	1.01616572	1.002	0.2
"seq.13994.1"	"13994-1"	3	"SL020302"	"rRNA 2'-O-methyltransferase fibrillarin"	"FBRL"	"P22087"	""	"FBL"	"Human"	"RFU"	"Protein"	"20"	3057	3057	1.15834944	"PASS"	1.012	2457.9	1.11920627	1.148	0.2
"seq.13996.16"	"13996-16"	3	"SL020266"	"Phosphopantothenoylcysteine decarboxylase"	"COAC"	"Q96CD2"	""	"PPCDC"	"Human"	"RFU"	"Protein"	"20"	766.1	766.1	1.02051419	"PASS"	0.974	676	0.97567499	0.998	0.2
"seq.13998.26"	"13998-26"	3	"SL020277"	"Adenylosuccinate synthetase isozyme 1"	"PURA1"	"Q8N142"	""	"ADSSL1"	"Human"	"RFU"	"Protein"	"20"	1062.4	1062.4	0.97682972	"PASS"	0.99	1254.7	0.93323963	0.993	0.2
"seq.14002.18"	"14002-18"	3	"SL020303"	"Dedicator of cytokinesis protein 9"	"DOCK9"	"Q9BZ29"	""	"DOCK9"	"Human"	"RFU"	"Protein"	"20"	468.6	468.6	1.05874379	"PASS"	1	403.4	1.10388693	0.955	0.2
"seq.14005.2"	"14005-2"	3	"SL008319"	"Chromodomain-helicase-DNA-binding protein 7"	"CHD7"	"Q9P2D1"	"55636"	"CHD7"	"Human"	"RFU"	"Protein"	"20"	291.4	291.4	1.021381	"PASS"	0.965	287.2	1.08812547	1.013	0.2
"seq.14006.36"	"14006-36"	3	"SL020278"	"Glycine N-methyltransferase"	"GNMT"	"Q14749"	""	"GNMT"	"Human"	"RFU"	"Protein"	"20"	1119.3	1119.3	1.03189822	"PASS"	0.951	1206.8	1.00992511	0.996	0.2
"seq.14007.22"	"14007-22"	3	"SL020287"	"Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1"	"PAPS1"	"O43252"	""	"PAPSS1"	"Human"	"RFU"	"Protein"	"20"	967.6	967.6	1.03365025	"PASS"	1.028	756.3	1.0441351	0.99	0.2
"seq.14008.22"	"14008-22"	3	"SL020295"	"mRNA-decapping enzyme 1A"	"DCP1A"	"Q9NPI6"	""	"DCP1A"	"Human"	"RFU"	"Protein"	"20"	1298.8	1298.8	0.84064725	"PASS"	1.018	1474.1	0.99692969	0.875	0.2
"seq.14009.65"	"14009-65"	3	"SL005721"	"Tumor necrosis factor alpha-induced protein 3"	"TNFAIP3"	"P21580"	"7128"	"TNFAIP3"	"Human"	"RFU"	"Protein"	"20"	862.9	862.9	1.00185766	"PASS"	1.002	7153.9	1.00290563	0.941	0.2
"seq.14011.17"	"14011-17"	3	"SL004809"	"Protein S100-A11"	"S100A11"	"P31949"	"6282"	"S100A11"	"Human"	"RFU"	"Protein"	"20"	2810	2810	1.02375401	"PASS"	1.008	3112.9	0.89487596	1.021	0.2
"seq.14012.17"	"14012-17"	3	"SL007593"	"Probable ATP-dependent RNA helicase DHX58"	"LGP2"	"Q96C10"	"79132"	"DHX58"	"Human"	"RFU"	"Protein"	"20"	1918.4	1918.4	0.97777778	"PASS"	1.024	1251.8	0.96625365	0.986	0.2
"seq.14013.11"	"14013-11"	3	"SL015118"	"TRAF family member-associated NF-kappa-B activator"	"TANK"	"Q92844"	"10010"	"TANK"	"Human"	"RFU"	"Protein"	"20"	735.4	735.4	0.99593716	"PASS"	0.917	6903.4	1.01898296	0.937	0.2
"seq.14019.73"	"14019-73"	3	"SL020305"	"Envoplakin"	"EVPL"	"Q92817"	""	"EVPL"	"Human"	"RFU"	"Protein"	"20"	5162.2	5162.2	0.95433706	"PASS"	1.053	1409.3	0.95326205	1.043	0.2
"seq.14021.81"	"14021-81"	3	"SL020316"	"Mediator of RNA polymerase II transcription subunit 4"	"MED4"	"Q9NPJ6"	""	"MED4"	"Human"	"RFU"	"Protein"	"20"	989.9	989.9	0.98713602	"PASS"	1.02	1298.5	0.88328723	1.025	0.2
"seq.14024.196"	"14024-196"	3	"SL004644"	"Ectodysplasin-A, secreted form"	"EDA"	"Q92838"	"1896"	"EDA"	"Human"	"RFU"	"Protein"	"20"	1210.4	1210.4	1.01654489	"PASS"	0.933	1099.7	1.14599508	1.043	0.2
"seq.14025.18"	"14025-18"	3	"SL004126"	"Tumor necrosis factor receptor superfamily member 9"	"4-1BB"	"Q07011"	"3604"	"TNFRSF9"	"Human"	"RFU"	"Protein"	"20"	347.4	347.4	1.04922984	"PASS"	1	358.9	1.04387019	1.005	0.2
"seq.14026.24"	"14026-24"	3	"SL004352"	"Interleukin-17F"	"IL-17F"	"Q96PD4"	"112744"	"IL17F"	"Human"	"RFU"	"Protein"	"20"	755.4	755.4	1.08894335	"PASS"	0.96	706.6	1.08550079	0.993	0.2
"seq.14028.22"	"14028-22"	3	"SL020311"	"Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha"	"P3C2A"	"O00443"	""	"PIK3C2A"	"Human"	"RFU"	"Protein"	"20"	3695.3	3695.3	1.05652447	"PASS"	1.024	3298.1	1.0716295	1.033	0.2
"seq.14029.42"	"14029-42"	3	"SL010966"	"COP9 signalosome complex subunit 2"	"CSN2"	"P61201"	"9318"	"COPS2"	"Human"	"RFU"	"Protein"	"0.5"	2650.7	2650.7	1.06095901	"PASS"	0.99	2401.1	1.05132273	1.02	0.005
"seq.14034.22"	"14034-22"	3	"SL001890"	"Tumor-associated calcium signal transducer 2"	"GA733-1 protein"	"P09758"	"4070"	"TACSTD2"	"Human"	"RFU"	"Protein"	"20"	499.6	499.6	1.0482585	"PASS"	0.987	557.6	1.06094712	0.95	0.2
"seq.14035.13"	"14035-13"	3	"SL007386"	"T-lymphoma invasion and metastasis-inducing protein 1"	"TIAM1"	"Q13009"	"7074"	"TIAM1"	"Human"	"RFU"	"Protein"	"20"	268.6	268.6	0.97037572	"PASS"	0.985	235	0.97142857	1.048	0.2
"seq.14036.116"	"14036-116"	3	"SL020312"	"Multiple PDZ domain protein"	"MPDZ"	"O75970"	""	"MPDZ"	"Human"	"RFU"	"Protein"	"20"	194.7	194.7	0.98532389	"PASS"	1.002	195.9	1.01037883	1.015	0.2
"seq.14037.18"	"14037-18"	3	"SL013273"	"Ran-binding protein 3"	"RANB3"	"Q9H6Z4"	"8498"	"RANBP3"	"Human"	"RFU"	"Protein"	"20"	1200.7	1200.7	0.96002239	"PASS"	0.916	1287	0.96056	0.974	0.2
"seq.14039.33"	"14039-33"	3	"SL003863"	"Kallikrein-5"	"kallikrein 5"	"Q9Y337"	"25818"	"KLK5"	"Human"	"RFU"	"Protein"	"20"	545.8	545.8	1.02133234	"PASS"	0.988	429.3	0.99908475	1.039	0.2
"seq.14043.12"	"14043-12"	3	"SL008204"	"Early endosome antigen 1"	"EEA1"	"Q15075"	"8411"	"EEA1"	"Human"	"RFU"	"Protein"	"20"	1261.1	1261.1	1.11414436	"PASS"	0.978	948.7	1.28264849	1.121	0.2
"seq.14045.12"	"14045-12"	3	"SL020317"	"Nuclear receptor coactivator 2"	"NCOA2"	"Q15596"	""	"NCOA2"	"Human"	"RFU"	"Protein"	"20"	1140.6	1140.6	1.01161863	"PASS"	0.929	797.4	1.06947961	1.067	0.2
"seq.14047.78"	"14047-78"	3	"SL003951"	"Brain-derived neurotrophic factor"	"BDNF"	"P23560"	"627"	"BDNF"	"Human"	"RFU"	"Protein"	"0.5"	1762.2	1762.2	1.00789293	"PASS"	0.994	1821.6	1.04451426	0.974	0.005
"seq.14048.7"	"14048-7"	3	"SL004588"	"Interleukin-1 Receptor accessory protein"	"IL-1 R AcP"	"Q9NPH3"	"3556"	"IL1RAP"	"Human"	"RFU"	"Protein"	"0.005"	1821.2	1821.2	0.96472084	"PASS"	0.939	1473	1.09644792	0.981	5e-05
"seq.14051.54"	"14051-54"	3	"SL007629"	"Forkhead box protein C2"	"FOXC2"	"Q99958"	"2303"	"FOXC2"	"Human"	"RFU"	"Protein"	"20"	269.9	269.9	1.03489264	"PASS"	1.024	287.6	0.99520649	0.985	0.2
"seq.14052.26"	"14052-26"	3	"SL009417"	"Protein unc-13 homolog A"	"UN13A"	"Q9UPW8"	"23025"	"UNC13A"	"Human"	"RFU"	"Protein"	"20"	344.6	344.6	1.03173653	"PASS"	0.957	445.6	0.99451659	0.979	0.2
"seq.14054.17"	"14054-17"	3	"SL004151"	"Interleukin-15 receptor subunit alpha"	"IL-15 Ra"	"Q13261"	"3601"	"IL15RA"	"Human"	"RFU"	"Protein"	"20"	9476	9476	1.0027301	"PASS"	0.931	10792.8	0.96776829	0.994	0.2
"seq.14056.4"	"14056-4"	3	"SL013948"	"Glycoprotein hormones alpha chain"	"Glycoprotein hormones a-chain"	"P01215"	"1081"	"CGA"	"Human"	"RFU"	"Protein"	"20"	1143.1	1143.1	0.98568595	"PASS"	1.084	834.9	1.00430504	1.037	0.2
"seq.14060.67"	"14060-67"	3	"SL007435"	"Neutrophil cytosol factor 4"	"NCF4"	"Q15080"	"4689"	"NCF4"	"Human"	"RFU"	"Protein"	"20"	793.9	793.9	0.94365862	"FLAG"	0.747	707.6	5.48273481	0.381	0.2
"seq.14061.48"	"14061-48"	3	"SL002541"	"Tumor necrosis factor ligand superfamily member 11"	"sRANKL"	"O14788"	"8600"	"TNFSF11"	"Human"	"RFU"	"Protein"	"20"	1400	1400	1.02571617	"PASS"	1.041	1124.8	0.9950956	1.031	0.2
"seq.14063.17"	"14063-17"	3	"SL000530"	"Oncostatin-M"	"OSM"	"P13725"	"5008"	"OSM"	"Human"	"RFU"	"Protein"	"20"	600.8	600.8	1.03926656	"PASS"	0.973	604.7	1.03765112	0.986	0.2
"seq.14065.11"	"14065-11"	3	"SL007080"	"T-cell surface glycoprotein CD5"	"CD5"	"P06127"	"921"	"CD5"	"Human"	"RFU"	"Protein"	"20"	265.2	265.2	1.00951656	"PASS"	1.004	285.4	0.97932053	1.032	0.2
"seq.14066.49"	"14066-49"	3	"SL020306"	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2"	"MAGI2"	"Q86UL8"	""	"MAGI2"	"Human"	"RFU"	"Protein"	"20"	325.3	325.3	0.97717032	"PASS"	0.987	317.8	1.0436317	0.937	0.2
"seq.14067.6"	"14067-6"	3	"SL008289"	"Plakophilin-2"	"PKP2"	"Q99959"	"5318"	"PKP2"	"Human"	"RFU"	"Protein"	"20"	648.6	648.6	0.98631387	"PASS"	0.984	469.6	1.03395505	0.95	0.2
"seq.14069.61"	"14069-61"	3	"SL010369"	"Carbonic anhydrase 4"	"Carbonic Anhydrase IV"	"P22748"	"762"	"CA4"	"Human"	"RFU"	"Protein"	"20"	984.2	984.2	0.98174564	"PASS"	0.969	1111.3	1.01078361	0.954	0.2
"seq.14070.56"	"14070-56"	3	"SL018907"	"Intersectin-1"	"ITSN1"	"Q15811"	""	"ITSN1"	"Human"	"RFU"	"Protein"	"20"	1172.4	1172.4	1.08445102	"PASS"	1.009	997.3	1.07777165	1.062	0.2
"seq.14074.2"	"14074-2"	3	"SL020307"	"SHC-transforming protein 2"	"SHC2"	"P98077"	""	"SHC2"	"Human"	"RFU"	"Protein"	"20"	299.1	299.1	1.01665534	"PASS"	1	296.9	1.0480028	0.941	0.2
"seq.14076.74"	"14076-74"	3	"SL007888"	"Cystatin-S"	"Cystatin-S"	"P01036"	"1472"	"CST4"	"Human"	"RFU"	"Protein"	"20"	494	494	0.91464544	"PASS"	0.926	515.9	0.87171343	0.995	0.2
"seq.14079.14"	"14079-14"	3	"SL004152"	"Interleukin-18 receptor 1"	"IL-18 Ra"	"Q13478"	"8809"	"IL18R1"	"Human"	"RFU"	"Protein"	"20"	6774.7	6774.7	0.95632473	"PASS"	0.955	7892	0.8915956	1.024	0.2
"seq.14082.56"	"14082-56"	3	"SL016540"	"Talin-2"	"TLN2"	"Q9Y4G6"	"83660"	"TLN2"	"Human"	"RFU"	"Protein"	"20"	1468.5	1468.5	0.99002225	"PASS"	0.972	3609.4	1.04008782	0.9	0.2
"seq.14083.25"	"14083-25"	3	"SL020314"	"Selenide, water dikinase 1"	"SPS1"	"P49903"	""	"SEPHS1"	"Human"	"RFU"	"Protein"	"20"	8012.2	8012.2	0.96580238	"PASS"	0.996	8195.3	0.96241487	0.981	0.2
"seq.14084.191"	"14084-191"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"0.5"	2594	2594	1.05400024	"PASS"	1.095	1855.9	1.04731912	1.043	0.005
"seq.14088.38"	"14088-38"	3	"SL005172"	"Insulin-like growth factor-binding protein 6"	"IGFBP-6"	"P24592"	"3489"	"IGFBP6"	"Human"	"RFU"	"Protein"	"0.5"	85649.4	85649.4	0.97989962	"PASS"	0.993	95688.4	0.8824213	1.028	0.005
"seq.14090.23"	"14090-23"	3	"SL020308"	"Differentially expressed in FDCP 6 homolog"	"DEFI6"	"Q9H4E7"	""	"DEF6"	"Human"	"RFU"	"Protein"	"20"	911.6	911.6	0.97361957	"PASS"	0.994	1027.6	0.9573619	1.01	0.2
"seq.14091.42"	"14091-42"	3	"SL005371"	"Carbonyl reductase [NADPH] 3"	"Carbonyl reductase 3"	"O75828"	"874"	"CBR3"	"Human"	"RFU"	"Protein"	"20"	1459.5	1459.5	1.01558695	"PASS"	0.933	1798.2	0.95385922	0.993	0.2
"seq.14093.10"	"14093-10"	3	"SL004343"	"Fms-related tyrosine kinase 3 ligand"	"Flt3 ligand"	"P49771"	"2323"	"FLT3LG"	"Human"	"RFU"	"Protein"	"20"	1183.4	1183.4	0.99957767	"PASS"	0.986	1420.9	0.99054156	1.004	0.2
"seq.14094.29"	"14094-29"	3	"SL000138"	"Heparin-binding EGF-like growth factor"	"HB-EGF"	"Q99075"	"1839"	"HBEGF"	"Human"	"RFU"	"Protein"	"20"	1056.3	1056.3	1.01226641	"PASS"	0.922	1279.9	0.99482012	0.966	0.2
"seq.14095.1"	"14095-1"	3	"SL005204"	"NKG2-D type II integral membrane protein"	"NKG2D"	"P26718"	"22914"	"KLRK1"	"Human"	"RFU"	"Protein"	"20"	299.9	299.9	1.00033356	"PASS"	0.955	351.1	0.99535347	0.973	0.2
"seq.14098.28"	"14098-28"	3	"SL020309"	"Cysteine--tRNA ligase, cytoplasmic"	"SYCC"	"P49589"	""	"CARS"	"Human"	"RFU"	"Protein"	"20"	2650.1	2650.1	0.95623151	"PASS"	1.002	2552.4	0.93961849	1.002	0.2
"seq.14099.20"	"14099-20"	3	"SL009468"	"Proteasome subunit alpha type-4"	"PSA4"	"P25789"	"5685"	"PSMA4"	"Human"	"RFU"	"Protein"	"20"	2176.6	2176.6	0.98510975	"PASS"	1.005	504.5	0.95779978	1.066	0.2
"seq.14100.63"	"14100-63"	3	"SL007929"	"Complement C1q subcomponent subunit C"	"C1QC"	"P02747"	"714"	"C1QC"	"Human"	"RFU"	"Protein"	"20"	1555.3	1555.3	1.00510534	"PASS"	0.892	1388.8	1.01966826	1.028	0.2
"seq.14101.2"	"14101-2"	3	"SL005153"	"Ciliary neurotrophic factor receptor subunit alpha"	"CNTFR alpha"	"P26992"	"1271"	"CNTFR"	"Human"	"RFU"	"Protein"	"0.5"	643.1	643.1	0.93000723	"PASS"	1.003	689.9	0.96503601	1.003	0.005
"seq.14106.46"	"14106-46"	3	"SL003682"	"Rap1 GTPase-GDP dissociation stimulator 1"	"GDP/GTP exchange protein"	"P52306"	"5910"	"RAP1GDS1"	"Human"	"RFU"	"Protein"	"20"	434.1	434.1	1.03951149	"PASS"	1.019	483.6	0.99450172	1.004	0.2
"seq.14107.1"	"14107-1"	3	"SL020315"	"5-formyltetrahydrofolate cyclo-ligase"	"MTHFS"	"P49914"	""	"MTHFS"	"Human"	"RFU"	"Protein"	"20"	3015.5	3015.5	0.99106057	"PASS"	0.95	4348.1	0.92605104	1.015	0.2
"seq.14111.15"	"14111-15"	3	"SL007206"	"Thrombospondin-2"	"TSP2"	"P35442"	"7058"	"THBS2"	"Human"	"RFU"	"Protein"	"20"	651.4	651.4	1.00992248	"PASS"	0.959	507.7	0.98309689	1.012	0.2
"seq.14112.40"	"14112-40"	3	"SL005213"	"Tumor necrosis factor receptor superfamily member 19L"	"RELT"	"Q969Z4"	"84957"	"RELT"	"Human"	"RFU"	"Protein"	"20"	843.6	843.6	1.13708047	"PASS"	0.983	719.4	1.21678927	1.022	0.2
"seq.14114.18"	"14114-18"	3	"SL019019"	"PILR alpha-associated neural protein"	"PIANP"	"Q8IYJ0"	"196500"	"PIANP"	"Human"	"RFU"	"Protein"	"20"	1796.1	1796.1	1.00189658	"PASS"	0.919	1833.5	1.0148031	0.964	0.2
"seq.14115.34"	"14115-34"	3	"SL002782"	"Adrenomedullin"	"Adrenomedullin"	"P35318"	"133"	"ADM"	"Human"	"RFU"	"Protein"	"0.5"	1983.6	1983.6	0.99110623	"PASS"	1.011	3339.2	1.00333839	0.974	0.005
"seq.14116.129"	"14116-129"	3	"SL004821"	"Protein S100-A4"	"S100A4"	"P26447"	"6275"	"S100A4"	"Human"	"RFU"	"Protein"	"0.5"	1901.9	1901.9	0.90330088	"PASS"	1.004	1553.3	1.0863034	0.955	0.005
"seq.14120.2"	"14120-2"	3	"SL018629"	"E3 ubiquitin-protein ligase RNF43"	"RNF43"	"Q68DV7"	"54894"	"RNF43"	"Human"	"RFU"	"Protein"	"20"	1608.5	1608.5	1.0359374	"PASS"	0.923	22606.9	1.08873697	0.924	0.2
"seq.14121.24"	"14121-24"	3	"SL004159"	"Tumor necrosis factor receptor superfamily member 10D"	"TRAIL R4"	"Q9UBN6"	"8793"	"TNFRSF10D"	"Human"	"RFU"	"Protein"	"20"	1062.4	1062.4	0.96766554	"PASS"	0.921	1056.8	1.22143021	0.953	0.2
"seq.14122.132"	"14122-132"	3	"SL018971"	"E3 ubiquitin-protein ligase ZNRF3"	"ZNRF3"	"Q9ULT6"	"84133"	"ZNRF3"	"Human"	"RFU"	"Protein"	"20"	662.1	662.1	1.02286421	"PASS"	0.975	606.9	1.01331497	0.984	0.2
"seq.14123.34"	"14123-34"	3	"SL017424"	"V-type immunoglobulin domain-containing suppressor of T-cell activation"	"GI24"	"Q9H7M9"	""	"C10orf54"	"Human"	"RFU"	"Protein"	"20"	3617	3617	0.98461957	"PASS"	0.933	4099.4	0.94792568	0.965	0.2
"seq.14124.6"	"14124-6"	3	"SL004843"	"Ephrin-A2"	"Ephrin-A2"	"O43921"	"1943"	"EFNA2"	"Human"	"RFU"	"Protein"	"20"	4023.5	4023.5	0.97572509	"PASS"	0.942	4130	0.9238806	0.978	0.2
"seq.14127.240"	"14127-240"	3	"SL001880"	"Interferon beta"	"IFN-b"	"P01574"	"3456"	"IFNB1"	"Human"	"RFU"	"Protein"	"20"	1590.2	1590.2	0.97022575	"PASS"	1.026	602.2	0.92383664	1.09	0.2
"seq.14128.121"	"14128-121"	3	"SL017106"	"Interferon alpha-10"	"IFN10"	"P01566"	"3446"	"IFNA10"	"Human"	"RFU"	"Protein"	"20"	284.1	284.1	0.95817875	"PASS"	1.015	325.2	1.03610503	0.972	0.2
"seq.14129.1"	"14129-1"	3	"SL019978"	"Interferon alpha-7"	"IFNA7"	"P01567"	""	"IFNA7"	"Human"	"RFU"	"Protein"	"20"	430	430	0.99261311	"PASS"	0.945	998.6	1.01775148	0.889	0.2
"seq.14131.37"	"14131-37"	3	"SL007274"	"Ephrin-B2"	"EFNB2"	"P52799"	"1948"	"EFNB2"	"Human"	"RFU"	"Protein"	"20"	7446.6	7446.6	0.93258525	"PASS"	0.912	8297.4	0.94563602	0.956	0.2
"seq.14132.21"	"14132-21"	3	"SL020171"	"HERV-H LTR-associating protein 2"	"HHLA2"	"Q9UM44"	""	"HHLA2"	"Human"	"RFU"	"Protein"	"0.5"	431.7	431.7	1.0261469	"PASS"	1.005	1855.8	1.02225906	1.024	0.005
"seq.14133.93"	"14133-93"	3	"SL000145"	"Interleukin-1 receptor type 2"	"IL-1 sRII"	"P27930"	"7850"	"IL1R2"	"Human"	"RFU"	"Protein"	"0.5"	9443.5	9443.5	0.98365693	"PASS"	0.984	8798.1	0.95526872	1.008	0.005
"seq.14134.49"	"14134-49"	3	"SL015046"	"Amphoterin-induced protein 2"	"AMGO2"	"Q86SJ2"	"347902"	"AMIGO2"	"Human"	"RFU"	"Protein"	"20"	1281.8	1281.8	0.94056355	"FLAG"	0.982	1233.7	1.89896296	0.554	0.2
"seq.14135.3"	"14135-3"	3	"SL020172"	"Relaxin receptor 1"	"RXFP1"	"Q9HBX9"	""	"RXFP1"	"Human"	"RFU"	"Protein"	"20"	575.7	575.7	1.06041628	"PASS"	1.06	450.4	1.08704683	1.021	0.2
"seq.14136.234"	"14136-234"	3	"SL007696"	"Complement component C1q receptor"	"C1QR1"	"Q9NPY3"	"22918"	"CD93"	"Human"	"RFU"	"Protein"	"0.5"	6460.6	6460.6	0.94212176	"PASS"	1.022	6506.9	0.99222878	0.972	0.005
"seq.14139.16"	"14139-16"	3	"SL007828"	"Neuregulin-4"	"NRG4"	"Q8WWG1"	"145957"	"NRG4"	"Human"	"RFU"	"Protein"	"20"	598.3	598.3	1.03261995	"PASS"	0.982	607.4	0.99401894	0.997	0.2
"seq.14143.8"	"14143-8"	3	"SL014983"	"Histone H2B type 2-E"	"H2B2E"	"Q16778"	"8349"	"HIST2H2BE"	"Human"	"RFU"	"Protein"	"20"	6062.3	6062.3	0.94726398	"PASS"	0.946	11712.6	1.06412147	1.021	0.2
"seq.14144.3"	"14144-3"	3	"SL019979"	"Histone H2A type 3"	"H2A3"	"Q7L7L0"	""	"HIST3H2A"	"Human"	"RFU"	"Protein"	"20"	1872	1872	0.96534653	"PASS"	0.884	3985.3	1.11130899	0.983	0.2
"seq.14146.92"	"14146-92"	3	"SL008158"	"Histone H3.1"	"H31"	"P68431"	"8350"	"HIST1H3A"	"Human"	"RFU"	"Protein"	"20"	759.5	759.5	1.02358491	"PASS"	0.896	1044.8	0.98854614	0.98	0.2
"seq.14149.9"	"14149-9"	3	"SL005179"	"Interleukin-36 beta"	"IL-1F8"	"Q9NZH7"	"27177"	"IL36B"	"Human"	"RFU"	"Protein"	"20"	677.4	677.4	1.08228151	"PASS"	0.959	639.7	1.07506745	0.979	0.2
"seq.14150.7"	"14150-7"	3	"SL005177"	"Interleukin-36 alpha"	"IL-1F6"	"Q9UHA7"	"27179"	"IL36A"	"Human"	"RFU"	"Protein"	"0.5"	9220.2	9220.2	1.05733813	"PASS"	1.019	16823.2	0.94778068	1.063	0.005
"seq.14151.4"	"14151-4"	3	"SL015510"	"Ubiquitin-like protein ISG15"	"UCRP"	"P05161"	"9636"	"ISG15"	"Human"	"RFU"	"Protein"	"20"	1238.4	1238.4	0.93882192	"PASS"	0.978	769.1	0.96044672	1.018	0.2
"seq.14153.8"	"14153-8"	3	"SL004139"	"Ephrin-A3"	"Ephrin-A3"	"P52797"	"1944"	"EFNA3"	"Human"	"RFU"	"Protein"	"20"	1038.4	1038.4	0.97511503	"PASS"	0.968	1006.9	0.96228338	0.988	0.2
"seq.14156.33"	"14156-33"	3	"SL004815"	"14-3-3 protein beta/alpha"	"14-3-3 protein beta/alpha"	"P31946"	"7529"	"YWHAB"	"Human"	"RFU"	"Protein"	"0.5"	2798.8	2798.8	0.97502177	"PASS"	1.016	2235.9	1.00042894	1	0.005
"seq.14157.21"	"14157-21"	3	"SL004984"	"14-3-3 protein epsilon"	"14-3-3E"	"P62258"	"7531"	"YWHAE"	"Human"	"RFU"	"Protein"	"20"	2243.5	2243.5	0.89130348	"PASS"	0.989	1788.5	0.87486352	1.034	0.2
"seq.14158.17"	"14158-17"	3	"SL003848"	"Annexin A5"	"Annexin V"	"P08758"	"308"	"ANXA5"	"Human"	"RFU"	"Protein"	"20"	1047.4	1047.4	0.98708887	"PASS"	1.008	642.6	0.96179982	1.019	0.2
"seq.14175.78"	"14175-78"	3	"SL019907"	"SCP2 sterol-binding domain-containing protein 1"	"SCP2D"	"Q9UJQ7"	""	"SCP2D1"	"Human"	"RFU"	"Protein"	"20"	697.2	697.2	1.01396161	"PASS"	1.022	576	0.96404867	1.007	0.2
